Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Data-race (DR) PPs needed?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Verif CPU time (usecs),Mutual timeout with ICB? (table 1 in paper),Completed DR PPs,Total DR PPs,Untested DR PPs,Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Malloc-recycle NOT false positives,Bug type,,,,,
paraguay (aka signal),neodymium,ls-id-log-20160427105122.log.16USeK.gz,0,0,0,,,,0,5,5,0,7,56,1,0,,,,,,
paraguay (aka signal),neon,ls-id-log-20160427111556.log.Zmvto6.gz,0,0,0,,,,1,4,4,0,5,13,0,0,,,,,,
paraguay (aka signal),nickel,ls-id-log-20160427155959.log.Ff06i5.gz,0,0,0,,,,1,5,5,0,6,14,15,1,,,,,,
paraguay (aka signal),niobium,ls-id-log-20160427174051.log.U7yxNx.gz,0,0,0,,,,0,2,2,0,4,12,0,0,,,,,,
paraguay (aka signal),nitrogen,ls-id-log-20160429173447.log.95sQXT.gz,0,0,0,,,,0,46,58,12,76,147,0,0,,,,,,
paraguay (aka signal),osmium,ls-id-log-20160427035616.log.vmVmSP.gz,0,0,0,,,,1,15,15,0,17,64,0,0,,,,,,
paraguay (aka signal),oxygen,ls-id-log-20160427205843.log.35aVn9.gz,0,0,0,,,,1,5,5,0,7,40,0,0,,,,,,
paraguay (aka signal),palladium,ls-id-log-20160427151730.log.0gYlap.gz,0,0,0,,,,1,6,24,18,30,39,3,1,,,,,,
paraguay (aka signal),phosphorus,ls-id-log-20160427170025.log.swgGfR.gz,1,1,0,497130905,4761350466,,0,21,215,194,73,98,0,0,bugtype INVALID HEAP ACCESS (never allocated) - write to 0x01008fb4 at eip 0x00102917,,,,,
paraguay (aka signal),platinum,ls-id-log-20160427045350.log.fn6cpX.gz,0,0,0,,,,1,16,23,7,25,46,0,0,,,,,,
paraguay (aka signal),potassium,ls-id-log-20160429183615.log.iOBzi0.gz,1,1,0,181714295,1611631897,,0,75,124,49,130,309,0,0,bugtype USE AFTER FREE,,,,,
paraguay (aka signal),praseodymium,ls-id-log-20160427125717.log.IToHkX.gz,0,0,0,,,,0,6,6,0,8,108,0,0,,,,,,
paraguay (aka signal),promethium,ls-id-log-20160427100408.log.jeCZKv.gz,0,0,0,,,,1,31,31,0,32,165,0,0,,,,,,
paraguay (aka signal),rhenium,ls-id-log-20160427214331.log.ULGvjl.gz,1,0,0,60738784,442110047,,0,13,24,11,26,142,4,0,,,,,,
paraguay (aka signal),rhodium,ls-id-log-20160430051544.log.x6BNNW.gz,0,0,0,,,,0,44,45,1,48,262,0,0,,,,,,
paraguay (aka signal),rubidium,ls-id-log-20160427211615.log.Aac8O2.gz,0,0,0,,,,1,13,17,4,19,49,0,0,,,,,,
paraguay (aka signal),ruthenium,ls-id-log-20160805044357.log.kESyV4.gz,0,0,0,,,,1,16,18,2,20,69,0,0,,,,,,
paraguay (aka signal),samarium,ls-id-log-20160429203808.log.4y21oE.gz,0,0,0,,,,1,28,60,32,81,121,0,0,,,,,,
paraguay (aka signal),scandium,ls-id-log-20160427035427.log.HGEWak.gz,0,0,1,,,29276468536,0,5,5,0,7,128,0,0,,,,,,
paraguay (aka signal),selenium,ls-id-log-20160427080148.log.sLV6rC.gz,0,0,0,,,,1,20,20,0,27,92,0,0,,,,,,
paraguay (aka signal),silicon,ls-id-log-20160427094944.log.DTT99l.gz,0,0,0,,,,1,1,1,0,2,4,5,0,,,,,,
paraguay (aka signal),silver,ls-id-log-20160427095000.log.OlP00x.gz,0,0,0,,,,0,13,13,0,17,79,0,0,,,,,,
paraguay (aka signal),sodium,ls-id-log-20160427232538.log.iIr6Jx.gz,0,0,0,,,,1,32,32,0,33,449,2,0,,,,,,
paraguay (aka signal),strontium,ls-id-log-20160427141433.log.73y9iB.gz,0,0,0,,,,1,39,46,7,49,122,0,0,,,,,,
paraguay (aka signal),sulfur,ls-id-log-20160427161758.log.jYzuik.gz,1,1,0,2280575973,22632108424,,0,57,68,11,71,151,6,0,,,,,,
paraguay (aka signal),tantalum,ls-id-log-20160427034412.log.G55YEe.gz,0,0,0,,,,1,0,90,90,0,0,0,0,,,,,,
paraguay (aka signal),technetium,ls-id-log-20160427213440.log.1OJZeL.gz,0,0,0,,,,1,2,2,0,3,5,15,0,,,,,,
paraguay (aka signal),tellurium,ls-id-log-20160427232718.log.YyThQe.gz,0,0,0,,,,1,27,27,0,29,86,0,0,,,,,,
paraguay (aka signal),terbium,ls-id-log-20160427205054.log.UfPi0q.gz,0,0,0,,,,0,4,4,0,6,32,4,0,,,,,,
paraguay (aka signal),thulium,ls-id-log-20160427131624.log.E6bUog.gz,0,0,0,,,,0,13,13,0,15,151,6,0,,,,,,
paraguay (aka signal),tin,ls-id-log-20160429193642.log.zFHsuS.gz,0,0,0,,,,0,7,7,0,9,33,3,0,,,,,,
paraguay (aka signal),titanium,ls-id-log-20160805034122.log.Uj0cX5.gz,0,0,0,,,,1,0,74,74,0,0,0,0,,,,,,
paraguay (aka signal),tungsten,ls-id-log-20160427181854.log.8zEuiO.gz,0,0,0,,,,0,0,0,0,2,3,2,0,,,,,,
paraguay (aka signal),vanadium,ls-id-log-20160428000118.log.x2ABqS.gz,0,0,0,,,,1,0,0,0,2,3,3,0,,,,,,
paraguay (aka signal),xenon,ls-id-log-20160427171242.log.f4K1fd.gz,0,0,0,,,,1,0,27,27,3,4,0,0,,,,,,
paraguay (aka signal),ytterbium,ls-id-log-20160427065550.log.MJ0DXS.gz,0,0,0,,,,1,3,3,0,5,24,0,0,,,,,,
paraguay (aka signal),yttrium,ls-id-log-20160427075828.log.chdTIc.gz,0,0,0,,,,1,29,194,165,146,171,0,0,,,,,,
paraguay (aka signal),zinc,ls-id-log-20160427212428.log.7Fyff0.gz,0,0,0,,,,1,13,13,0,15,146,0,0,,,,,,
paraguay (aka signal),zirconium,ls-id-log-20160428020939.log.rlVWOd.gz,0,0,0,,,,1,0,0,0,1,2,0,0,,,,,,
priority-sema (aka sched),algeria,ls-id-log-20151104042619.log.mMjxxW.gz,0,0,1,,,666621788,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),angola,ls-id-log-20151104030638.log.UqONWn.gz,0,0,1,,,3513662763,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),argentina,ls-id-log-20151111220931.log.zq5JPR.gz,1,1,0,98032330,772679389,,0,0,5,5,8,10,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),australia,ls-id-log-20160804233353.log.mJDTRl.gz,0,0,0,,,,0,8,8,0,12,697,0,0,,,,,,
priority-sema (aka sched),benelux,ls-id-log-20160804213200.log.ykDgNz.gz,0,0,0,,,,0,9,9,0,13,760,0,0,,,,,,
priority-sema (aka sched),bolivia,ls-id-log-20160804223327.log.a61VTV.gz,0,0,0,,,,0,8,8,0,12,195,0,0,,,,,,
priority-sema (aka sched),botswana,ls-id-log-20151104031759.log.drkslr.gz,0,0,0,,,,0,0,1,1,4,6,0,0,,,,,,
priority-sema (aka sched),brazil,ls-id-log-20151104025317.log.RR3xTQ.gz,0,0,1,,,813681755,0,0,0,0,4,6,0,0,,,,,,
priority-sema (aka sched),bulgaria,ls-id-log-20151104053622.log.R4KB8q.gz,0,0,1,,,694438328,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),burma,ls-id-log-20151104030939.log.jwfya6.gz,0,0,1,,,764404560,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),cameroon,ls-id-log-20151104154251.log.cJFbZx.gz,0,0,1,,,796527839,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),chile,ls-id-log-20151104164322.log.9kRWgg.gz,0,0,1,,,697550615,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),costarica,ls-id-log-20151104161158.log.rrz60e.gz,0,0,0,,,,0,11,11,0,16,381,0,0,,,,,,
priority-sema (aka sched),cuba,ls-id-log-20151111220926.log.1EnROq.gz,1,1,0,24556401,64056988,,0,2,9,7,13,21,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),czechoslovakia,ls-id-log-20151104165042.log.uAFkGf.gz,0,0,0,,,,1,2,2,0,6,13,0,0,,,,,,
priority-sema (aka sched),denmark,ls-id-log-20151104034239.log.uIVPrj.gz,0,0,1,,,3588277984,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),eastgermany,ls-id-log-20151104060630.log.tbRbOj.gz,0,0,0,,,,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),ecuador,ls-id-log-20151111220936.log.acgcvi.gz,0,0,0,,,,0,8,8,0,12,169,0,0,,,,,,
priority-sema (aka sched),egypt,ls-id-log-20151104035019.log.HkdrGL.gz,0,0,1,,,568973826,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),finland,ls-id-log-20151104052902.log.BbMsg8.gz,0,0,1,,,904760182,0,1,1,0,5,12,0,0,,,,,,
priority-sema (aka sched),france,ls-id-log-20151111231152.log.nBuVG7.gz,1,1,0,33440278,120696353,,0,8,12,4,16,605,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),guatemala,ls-id-log-20151104030818.log.OCeBuf.gz,0,0,1,,,759376542,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),haiti,ls-id-log-20151104022437.log.lx8wfJ.gz,0,0,0,,,,0,2,3,1,6,23,0,0,,,,,,
priority-sema (aka sched),honduras,ls-id-log-20151104041406.log.ulNbUr.gz,0,0,1,,,842657594,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),india,ls-id-log-20151104034301.log.dq22uA.gz,0,0,1,,,831420620,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),indonesia,ls-id-log-20151104054442.log.63QRsp.gz,0,0,1,,,648509272,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),iran,ls-id-log-20151104154254.log.k1RUtV.gz,0,0,0,,,,1,2,2,0,6,13,0,0,,,,,,
priority-sema (aka sched),iraq,ls-id-log-20151112001240.log.obAifb.gz,0,0,0,,,,0,10,10,0,14,704,0,0,,,,,,
priority-sema (aka sched),israel,ls-id-log-20151104035245.log.IhET7n.gz,0,0,1,,,3621569349,0,2,2,0,6,14,0,0,,,,,,
priority-sema (aka sched),italy,ls-id-log-20151104045242.log.rOKcl1.gz,0,0,1,,,3589445568,0,1,1,0,5,10,0,0,,,,,,
priority-sema (aka sched),ivorycoast,ls-id-log-20160805013543.log.ZjXohl.gz,1,0,0,26943684,89111485,,0,8,8,0,12,657,0,0,bugtype KERNEL PANIC: ../../threads/thread.c:616: assertion `t->magic == THREAD_MAGIC' failed.,,,,,
priority-sema (aka sched),japan,ls-id-log-20151104030319.log.CPN3Ig.gz,0,0,1,,,610182111,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),malaysia,ls-id-log-20151111231115.log.b5LKXW.gz,0,0,0,,,,0,9,9,0,13,305,0,0,,,,,,
priority-sema (aka sched),mexico,ls-id-log-20151104071512.log.3NS2wn.gz,0,0,1,,,2673788521,0,1,1,0,5,12,0,0,,,,,,
priority-sema (aka sched),morocco,ls-id-log-20151104041859.log.tF0GbM.gz,0,0,1,,,637597481,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),nicaragua,ls-id-log-20151104051246.log.hzt0Gc.gz,0,0,1,,,653760565,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),nigeria,ls-id-log-20151111220928.log.H9zVBr.gz,1,1,0,29855215,99706684,,0,1,5,4,9,13,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),northkorea,ls-id-log-20160805003520.log.RZK4L1.gz,1,1,0,24875110,68820226,,0,2,6,4,10,19,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),norway,ls-id-log-20151104073732.log.GT9ZXy.gz,0,0,1,,,6739054469,0,2,2,0,6,14,0,0,,,,,,
priority-sema (aka sched),pakistan,ls-id-log-20151104050526.log.lgd6yp.gz,0,0,1,,,618778470,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),panama,ls-id-log-20151104045748.log.Shveim.gz,0,0,1,,,795435720,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),paraguay,ls-id-log-20151104155110.log.z8KMzx.gz,0,0,1,,,693086159,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),peru,ls-id-log-20151104035639.log.a92teq.gz,0,0,1,,,735258724,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),philippines,ls-id-log-20151104050608.log.98f86O.gz,0,0,1,,,10027369211,0,2,2,0,6,14,0,0,,,,,,
priority-sema (aka sched),poland,ls-id-log-20151104070651.log.y6mEjD.gz,0,0,1,,,747226975,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),saudiarabia,ls-id-log-20151111231201.log.1vRC7S.gz,1,1,0,48426579,210411072,,0,8,12,4,16,227,0,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,
priority-sema (aka sched),somalia,ls-id-log-20151104032359.log.5fkCSF.gz,0,0,1,,,631716879,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),southafrica,ls-id-log-20151104042427.log.yFEeTr.gz,0,0,0,,,,0,0,1,1,4,6,0,0,,,,,,
priority-sema (aka sched),spainportugal,ls-id-log-20151112165506.log.rQfaQs.gz,0,0,0,,,,0,8,8,0,12,381,0,0,,,,,,
priority-sema (aka sched),sudan,ls-id-log-20151118000534.log.psGzoz.gz,0,0,1,,,633383863,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),syria,ls-id-log-20151103194138.log.2Ffto4.gz,0,0,0,,,,0,9,9,0,13,892,0,0,,,,,,
priority-sema (aka sched),taiwan,ls-id-log-20151104023257.log.WP4E7n.gz,0,0,1,,,3297790118,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),thailand,ls-id-log-20160804203133.log.1RBLL0.gz,0,0,0,,,,0,8,8,0,12,228,0,0,,,,,,
priority-sema (aka sched),uruguay,ls-id-log-20151104154418.log.zXRSt9.gz,0,0,1,,,2746678000,0,1,1,0,5,12,0,0,,,,,,
priority-sema (aka sched),venezuela,ls-id-log-20151104031639.log.wqe393.gz,0,0,1,,,638995745,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),vietnam,ls-id-log-20151104034158.log.P5th6j.gz,0,0,1,,,761863736,0,1,1,0,5,9,0,0,,,,,,
priority-sema (aka sched),westgermany,ls-id-log-20151104033119.log.FlHRm6.gz,0,0,1,,,1175380218,0,1,1,0,5,12,0,0,,,,,,
priority-sema (aka sched),yugoslavia,ls-id-log-20151104161155.log.WmsZfg.gz,0,0,0,,,,0,9,9,0,13,421,0,0,,,,,,
priority-sema (aka sched),zimbabwe,ls-id-log-20151104174545.log.Yp0NWZ.gz,0,0,1,,,983179656,0,1,1,0,5,9,0,0,,,,,,
rwlock_downgrade_read_test,aluminum,ls-id-log-20160427101749.log.ht8NJj.gz,0,0,0,,,,1,5,5,0,5,23,3,0,,,,,,
rwlock_downgrade_read_test,antimony,ls-id-log-20160427131049.log.pBZbRV.gz,0,0,0,,,,1,3,3,0,4,11,19,0,,,,,,
rwlock_downgrade_read_test,argon,ls-id-log-20160427054802.log.JkRqkE.gz,0,0,1,,,535219907,0,0,0,0,2,4,0,0,,,,,,
rwlock_downgrade_read_test,arsenic,ls-id-log-20160430003859.log.BazOJf.gz,1,0,0,32868487,84438690,,0,0,1,1,2,3,0,0,bugtype Deadlock -- no threads are runnable!,,,,,
rwlock_downgrade_read_test,barium,ls-id-log-20160427065554.log.Q1SJv8.gz,0,0,0,,,,1,11,11,0,14,179,0,0,,,,,,
rwlock_downgrade_read_test,beryllium,ls-id-log-20160428002704.log.GClCIf.gz,1,0,0,29589342,132967189,,0,2,9,7,11,14,0,0,,,,,,
rwlock_downgrade_read_test,boron,ls-id-log-20160427202144.log.uyZmYR.gz,1,0,0,19630998,44955450,,0,2,3,1,6,12,0,0,,,,,,
rwlock_downgrade_read_test,bromine,ls-id-log-20160427161541.log.FGQcBI.gz,0,0,0,,,,1,58,69,11,75,187,0,0,,,,,,
rwlock_downgrade_read_test,cadmium,ls-id-log-20160429213836.log.OroNtb.gz,0,0,0,,,,1,12,12,0,13,157,3,0,,,,,,
rwlock_downgrade_read_test,caesium,ls-id-log-20160427095917.log.CbmKSh.gz,1,0,0,24330770,61130400,,0,0,0,0,2,3,3,0,,,,,,
rwlock_downgrade_read_test,calcium,ls-id-log-20160427124836.log.4EluxZ.gz,1,0,0,32656975,157894946,,0,3,3,0,5,11,0,0,,,,,,
rwlock_downgrade_read_test,carbon,ls-id-log-20160805054520.log.5GluFM.gz,1,0,0,20096261,52727913,,0,35,35,0,40,1574,0,0,,,,,,
rwlock_downgrade_read_test,cerium,ls-id-log-20160427160945.log.x707Q8.gz,0,0,0,,,,0,8,8,0,10,73,0,0,,,,,,
rwlock_downgrade_read_test,chlorine,ls-id-log-20160427145803.log.UqD47x.gz,0,0,0,,,,1,12,12,0,13,1336,0,0,,,,,,
rwlock_downgrade_read_test,chromium,ls-id-log-20160428032530.log.ngFEes.gz,0,0,0,,,,1,3,7,4,7,12,7,0,,,,,,
rwlock_downgrade_read_test,cobalt,ls-id-log-20160427044536.log.ZYR4AB.gz,0,0,0,,,,1,0,0,0,1,2,0,0,,,,,,
rwlock_downgrade_read_test,copper,ls-id-log-20160427121522.log.HlzZVq.gz,1,0,0,17837961,37301599,,0,0,0,0,2,3,0,0,,,,,,
rwlock_downgrade_read_test,dysprosium,ls-id-log-20160427094023.log.gH4fld.gz,1,0,0,28095798,71760622,,0,0,0,0,2,3,0,0,,,,,,
rwlock_downgrade_read_test,erbium,ls-id-log-20160427171705.log.es25Bx.gz,0,0,0,,,,1,11,11,0,13,193,0,0,,,,,,
rwlock_downgrade_read_test,europium,ls-id-log-20160427131114.log.G7QV3m.gz,0,0,0,,,,1,0,11,11,11,12,4,0,,,,,,
rwlock_downgrade_read_test,fluorine,ls-id-log-20160517060844.log.NVFVXS.gz,1,1,0,123128257,1059872753,,0,62,90,28,116,570,0,0,bugtype Deadlock -- no threads are runnable!,,,,,
rwlock_downgrade_read_test,gadolinium,ls-id-log-20160428033832.log.GqBEaF.gz,1,1,0,51403192,332936119,,0,17,25,8,41,1679,0,0,,,,,,
rwlock_downgrade_read_test,gallium,ls-id-log-20160427064951.log.7fLxig.gz,0,0,0,,,,1,4,4,0,4,13,0,0,,,,,,
rwlock_downgrade_read_test,germanium,ls-id-log-20160427141033.log.et3BLk.gz,0,0,0,,,,0,3,3,0,5,20,0,0,,,,,,
rwlock_downgrade_read_test,gold,ls-id-log-20160428042913.log.Wxl64V.gz,1,0,0,19077487,44610677,,0,9,9,0,11,356,1,0,,,,,,
rwlock_downgrade_read_test,hafnium,ls-id-log-20160427151456.log.wLJhfy.gz,0,0,0,,,,1,3,3,0,6,16,7,0,,,,,,
rwlock_downgrade_read_test,helium,ls-id-log-20160805064643.log.4mjkKf.gz,1,0,0,394000355,3723896289,,0,3,6,3,8,17,1,0,bugtype NO PROGRESS (infinite loop?),,,,,
rwlock_downgrade_read_test,holmium,ls-id-log-20160427161119.log.LESIub.gz,0,0,0,,,,1,4,4,0,5,25,0,0,,,,,,
rwlock_downgrade_read_test,hydrogen,ls-id-log-20160427224456.log.eme87h.gz,0,0,0,,,,1,2,2,0,2,4,1,0,,,,,,
rwlock_downgrade_read_test,indium,ls-id-log-20160427231904.log.0AAOaK.gz,0,0,0,,,,0,0,27,27,0,0,2,0,,,,,,
rwlock_downgrade_read_test,iodine,ls-id-log-20160427141646.log.bG8MtY.gz,1,0,0,18970126,46228186,,0,0,2,2,3,5,23,0,,,,,,
rwlock_downgrade_read_test,iridium,ls-id-log-20160428004930.log.b4ysio.gz,0,0,0,,,,1,6,7,1,7,20,3,0,,,,,,
rwlock_downgrade_read_test,iron,ls-id-log-20160427185135.log.8Zg9cX.gz,1,0,0,21954950,47982805,,0,0,0,0,2,3,2,0,,,,,,
rwlock_downgrade_read_test,kyrpton,ls-id-log-20160428013738.log.VUsK2P.gz,0,0,0,,,,1,10,13,3,19,188,0,0,,,,,,
rwlock_downgrade_read_test,lanthanum,ls-id-log-20160427110729.log.UeZhUn.gz,0,0,0,,,,1,0,7,7,0,0,0,0,,,,,,
rwlock_downgrade_read_test,lithium,ls-id-log-20160427054839.log.6OupnV.gz,1,1,0,36579903,185311005,,0,0,127,127,145,146,0,0,bugtype WARNING: Recursive call of mutex_lock,,,,,
rwlock_downgrade_read_test,lutetium,ls-id-log-20160517034517.log.eMZWK5.gz,0,0,0,,,,1,0,3,3,2,3,5,0,,,,,,
rwlock_downgrade_read_test,magnesium,ls-id-log-20160427221742.log.KpKlep.gz,0,0,0,,,,1,2,2,0,4,12,0,0,,,,,,
rwlock_downgrade_read_test,manganese,ls-id-log-20160427064852.log.MYMkTR.gz,1,0,0,18192804,38163256,,0,0,0,0,2,4,2,0,,,,,,
rwlock_downgrade_read_test,molybdenum,ls-id-log-20160427120952.log.ejQgxX.gz,0,0,0,,,,1,0,0,0,1,2,7,0,,,,,,
rwlock_downgrade_read_test,neodymium,ls-id-log-20160430024245.log.L0co3z.gz,0,0,0,,,,1,4,4,0,5,21,1,0,,,,,,
rwlock_downgrade_read_test,neon,ls-id-log-20160427081222.log.ZqNhK0.gz,0,0,0,,,,1,3,3,0,3,8,4,0,,,,,,
rwlock_downgrade_read_test,nickel,ls-id-log-20160427234645.log.9eo5os.gz,0,0,0,,,,1,7,7,0,7,33,11,1,,,,,,
rwlock_downgrade_read_test,niobium,ls-id-log-20160427044535.log.MMJrEV.gz,0,0,0,,,,1,2,2,0,4,12,0,0,,,,,,
rwlock_downgrade_read_test,nitrogen,ls-id-log-20160427034415.log.wj5TTc.gz,0,0,0,,,,0,23,23,0,33,336,0,0,,,,,,
rwlock_downgrade_read_test,osmium,ls-id-log-20160427111433.log.1t4isZ.gz,0,0,0,,,,1,7,8,1,9,226,0,0,,,,,,
rwlock_downgrade_read_test,oxygen,ls-id-log-20160428022827.log.O8lsiS.gz,0,0,0,,,,1,0,3,3,5,6,0,0,,,,,,
rwlock_downgrade_read_test,palladium,ls-id-log-20160428022402.log.4PKPNt.gz,0,0,0,,,,1,9,27,18,31,57,1,1,,,,,,
rwlock_downgrade_read_test,phosphorus,ls-id-log-20160427181815.log.tBtlhH.gz,0,0,0,,,,1,4,123,119,124,131,0,0,,,,,,
rwlock_downgrade_read_test,platinum,ls-id-log-20160427222553.log.nFJzcL.gz,0,0,0,,,,1,5,5,0,5,24,0,0,,,,,,
rwlock_downgrade_read_test,potassium,ls-id-log-20160427151254.log.nf1bSM.gz,0,0,0,,,,1,55,119,64,119,173,0,0,,,,,,
rwlock_downgrade_read_test,praseodymium,ls-id-log-20160427220027.log.477lYR.gz,1,0,0,21021190,44958196,,0,0,4,4,5,7,0,0,,,,,,
rwlock_downgrade_read_test,promethium,ls-id-log-20160427070126.log.2Werqi.gz,0,0,0,,,,1,4,4,0,5,15,0,0,,,,,,
rwlock_downgrade_read_test,rhenium,ls-id-log-20160428005814.log.KdvNn3.gz,0,0,1,,,119642236,0,0,0,0,2,4,0,0,,,,,,
rwlock_downgrade_read_test,rhodium,ls-id-log-20160427044542.log.Kq0sp1.gz,0,0,0,,,,1,8,8,0,10,149,5,0,,,,,,
rwlock_downgrade_read_test,rubidium,ls-id-log-20160427101007.log.xtkkHq.gz,0,0,0,,,,0,8,8,0,10,63,0,0,,,,,,
rwlock_downgrade_read_test,ruthenium,ls-id-log-20160427191436.log.pOidNH.gz,1,0,0,20082134,51974694,,0,6,6,0,7,48,0,0,,,,,,
rwlock_downgrade_read_test,samarium,ls-id-log-20160427213219.log.dNUiv8.gz,1,0,0,42097637,236020526,,0,0,15,15,17,19,0,0,,,,,,
rwlock_downgrade_read_test,scandium,ls-id-log-20160427085211.log.YReE4w.gz,1,0,0,38367841,215289042,,0,6,6,0,8,23,1,0,,,,,,
rwlock_downgrade_read_test,selenium,ls-id-log-20160427104527.log.BYYVas.gz,1,0,0,19243600,45595459,,0,19,20,1,30,628,0,0,,,,,,
