Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Data-race (DR) PPs needed?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Verif CPU time (usecs),Completed DR PPs,Total DR PPs,Untested DR PPs,Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Bug type,,,,,,
paraguay (aka signal),manganese,ls-id-log-20160701072745.log.KxClSW.gz,0,0,1,,,873607209,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),molybdenum,ls-id-log-20160630213727.log.7WNpEO.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),neodymium,ls-id-log-20160702002443.log.oGoFNi.gz,0,0,0,,,,4,4,0,6,40,0,,,,,,,
paraguay (aka signal),neon,ls-id-log-20160701121100.log.I6Zvi6.gz,0,0,0,,,,3,3,0,4,9,0,,,,,,,
paraguay (aka signal),nickel,ls-id-log-20160701174825.log.HJvSgB.gz,0,0,0,,,,3,4,1,4,9,13,,,,,,,
paraguay (aka signal),niobium,ls-id-log-20160701132346.log.iZBZBv.gz,0,0,1,,,845611636,0,0,0,2,4,0,,,,,,,
paraguay (aka signal),nitrogen,ls-id-log-20160701074900.log.bnxWKM.gz,0,0,0,,,,18,18,0,21,98,0,,,,,,,
paraguay (aka signal),osmium,ls-id-log-20160630183111.log.0vCZCe.gz,0,0,0,,,,10,10,0,12,72,0,,,,,,,
paraguay (aka signal),oxygen,ls-id-log-20160701082922.log.uOUXlJ.gz,0,0,0,,,,2,2,0,4,8,0,,,,,,,
paraguay (aka signal),palladium,ls-id-log-20160701005924.log.NhlRmF.gz,0,0,0,,,,4,17,13,28,34,0,,,,,,,
paraguay (aka signal),phosphorus,ls-id-log-20160630203302.log.iuMtoh.gz,0,0,0,,,,13,232,219,43,66,0,,,,,,,
paraguay (aka signal),platinum,ls-id-log-20160701062719.log.LJhjms.gz,0,0,0,,,,5,8,3,10,19,0,,,,,,,
paraguay (aka signal),potassium,ls-id-log-20160630182641.log.YIklM0.gz,1,1,0,55572183,380938738,,7,52,45,56,163,0,bugtype USE AFTER FREE,,,,,,
paraguay (aka signal),praseodymium,ls-id-log-20160630233312.log.q1qGFi.gz,0,0,0,,,,4,4,0,6,49,0,,,,,,,
paraguay (aka signal),promethium,ls-id-log-20160701185910.log.71y3vY.gz,0,0,0,,,,20,20,0,21,256,0,,,,,,,
paraguay (aka signal),rhenium,ls-id-log-20160701121735.log.d2gWx9.gz,1,0,0,64488230,484421183,,3,19,16,21,26,0,bugtype User test program reported failure!,,,,,,
paraguay (aka signal),rhodium,ls-id-log-20160630213633.log.mcKti0.gz,0,0,0,,,,34,35,1,36,241,0,,,,,,,
paraguay (aka signal),rubidium,ls-id-log-20160701071034.log.ZNh0mu.gz,0,0,0,,,,4,8,4,10,21,0,,,,,,,
paraguay (aka signal),ruthenium,ls-id-log-20160630204821.log.YEL2My.gz,0,0,0,,,,6,6,0,8,58,0,,,,,,,
paraguay (aka signal),samarium,ls-id-log-20160630210507.log.oHH6vi.gz,0,0,0,,,,3,57,54,25,29,0,,,,,,,
paraguay (aka signal),scandium,ls-id-log-20160701160153.log.MO9Oxw.gz,0,0,1,,,803065098,2,2,0,4,16,0,,,,,,,
paraguay (aka signal),selenium,ls-id-log-20160701025746.log.mG32nC.gz,0,0,0,,,,17,17,0,20,72,0,,,,,,,
paraguay (aka signal),silicon,ls-id-log-20160701112258.log.hR9O3o.gz,0,0,0,,,,0,0,0,1,2,5,,,,,,,
paraguay (aka signal),silver,ls-id-log-20160701100749.log.uuZ7wv.gz,0,0,0,,,,13,13,0,15,47,0,,,,,,,
paraguay (aka signal),sodium,ls-id-log-20160701045846.log.CVEoDK.gz,0,0,0,,,,5,5,0,6,41,0,,,,,,,
paraguay (aka signal),strontium,ls-id-log-20160701070430.log.NIh93R.gz,0,0,0,,,,11,11,0,13,67,0,,,,,,,
paraguay (aka signal),sulfur,ls-id-log-20160630223240.log.QQhnsI.gz,1,1,0,222014045,2053271211,,6,23,17,27,79,0,bugtype User test program reported failure!,,,,,,
paraguay (aka signal),tantalum,ls-id-log-20160701014254.log.8cIWa4.gz,0,0,0,,,,0,22,22,0,0,0,,,,,,,
paraguay (aka signal),technetium,ls-id-log-20160701140506.log.CqG9fj.gz,0,0,0,,,,2,2,0,3,5,2,,,,,,,
paraguay (aka signal),tellurium,ls-id-log-20160630202950.log.nPOzzN.gz,0,0,0,,,,16,16,0,18,92,0,,,,,,,
paraguay (aka signal),terbium,ls-id-log-20160630230601.log.kQHfQB.gz,0,0,0,,,,4,4,0,6,38,0,,,,,,,
paraguay (aka signal),thulium,ls-id-log-20160630193714.log.3Um5IS.gz,0,0,1,,,807366644,2,2,0,4,14,0,,,,,,,
paraguay (aka signal),tin,ls-id-log-20160701092642.log.E4Rfuh.gz,0,0,1,,,903444178,0,0,0,2,4,2,,,,,,,
paraguay (aka signal),titanium,ls-id-log-20160701000623.log.UTUMVv.gz,0,0,0,,,,0,69,69,0,0,0,,,,,,,
paraguay (aka signal),tungsten,ls-id-log-20160702041557.log.X7ertX.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),vanadium,ls-id-log-20160701074241.log.VxXPWb.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
paraguay (aka signal),xenon,ls-id-log-20160701170826.log.yzZmrD.gz,0,0,0,,,,0,3,3,3,4,0,,,,,,,
paraguay (aka signal),ytterbium,ls-id-log-20160701061510.log.yKQPfH.gz,0,0,1,,,852700306,1,1,0,3,8,0,,,,,,,
paraguay (aka signal),yttrium,ls-id-log-20160701041418.log.9hounc.gz,0,0,0,,,,56,85,29,111,216,0,,,,,,,
paraguay (aka signal),zinc,ls-id-log-20160630202907.log.FiPcY6.gz,0,0,0,,,,2,2,0,4,12,0,,,,,,,
paraguay (aka signal),zirconium,ls-id-log-20160701003129.log.KugpO6.gz,0,0,0,,,,0,0,0,1,2,0,,,,,,,
priority-sema (aka sched),algeria,ls-id-log-20160703174309.log.k0Bo5k.gz,0,0,1,,,3147822052,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),angola,ls-id-log-20160703232150.log.vuImUS.gz,0,0,1,,,1178072755,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),argentina,ls-id-log-20160703161250.log.SV7Ur9.gz,1,1,0,301736060,2438539583,,0,5,5,8,9,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),australia,ls-id-log-20160703174155.log.d6A6FG.gz,0,0,1,,,995843295,1,1,0,5,10,0,,,,,,,
priority-sema (aka sched),benelux,ls-id-log-20160703164537.log.CIh4HW.gz,0,0,1,,,922894858,2,2,0,6,17,0,,,,,,,
priority-sema (aka sched),bolivia,ls-id-log-20160703175950.log.VfmrPF.gz,0,0,1,,,959822694,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),botswana,ls-id-log-20160703143231.log.eOqkYg.gz,0,0,1,,,1321564027,0,0,0,4,6,0,,,,,,,
priority-sema (aka sched),brazil,ls-id-log-20160703143231.log.thKoTK.gz,0,0,1,,,1045170736,0,0,0,4,6,0,,,,,,,
priority-sema (aka sched),bulgaria,ls-id-log-20160703155133.log.S7GPCw.gz,0,0,1,,,2548064434,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),burma,ls-id-log-20160703160429.log.d0WLGA.gz,0,0,1,,,1240227303,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),cameroon,ls-id-log-20160703201910.log.0bydM9.gz,0,0,1,,,1404572245,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),chile,ls-id-log-20160703154313.log.UKvmsN.gz,0,0,1,,,1593670242,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),costarica,ls-id-log-20160703144652.log.BKccHx.gz,0,0,0,,,,4,4,0,9,53,0,,,,,,,
priority-sema (aka sched),cuba,ls-id-log-20160703202438.log.Hc76rS.gz,1,1,0,24459034,69284162,,2,9,7,13,21,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),czechoslovakia,ls-id-log-20160703212104.log.RwRJWK.gz,0,0,0,,,,2,2,0,6,13,0,,,,,,,
priority-sema (aka sched),denmark,ls-id-log-20160703191430.log.XRCPVw.gz,0,0,1,,,2290963362,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),eastgermany,ls-id-log-20160703183944.log.mo6zL9.gz,0,0,0,,,,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),ecuador,ls-id-log-20160703233303.log.de4mov.gz,0,0,1,,,3236026963,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),egypt,ls-id-log-20160703153546.log.IkfyXJ.gz,0,0,1,,,1424940959,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),finland,ls-id-log-20160703153613.log.Pjgkel.gz,0,0,1,,,2234362119,1,1,0,5,10,0,,,,,,,
priority-sema (aka sched),france,ls-id-log-20160703194022.log.rQf8No.gz,1,1,0,35045676,138168746,,1,5,4,9,14,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),guatemala,ls-id-log-20160703200705.log.phG99o.gz,0,0,1,,,1384897875,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),haiti,ls-id-log-20160703161431.log.40nvJy.gz,0,0,0,,,,2,3,1,6,17,0,,,,,,,
priority-sema (aka sched),honduras,ls-id-log-20160703200255.log.zpLb1o.gz,0,0,1,,,1231835654,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),india,ls-id-log-20160703143226.log.R0CJj4.gz,0,0,1,,,1572908489,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),indonesia,ls-id-log-20160703190007.log.QAFrDG.gz,0,0,1,,,3039942582,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),iran,ls-id-log-20160703163533.log.LYusV4.gz,0,0,0,,,,1,2,1,6,9,0,,,,,,,
priority-sema (aka sched),iraq,ls-id-log-20160703182640.log.1D656P.gz,0,0,1,,,3710462579,3,3,0,7,30,0,,,,,,,
priority-sema (aka sched),israel,ls-id-log-20160703231425.log.Kf0vR3.gz,0,0,1,,,1099912491,2,2,0,6,14,0,,,,,,,
priority-sema (aka sched),italy,ls-id-log-20160703215316.log.oG0jg7.gz,0,0,1,,,1933108564,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),ivorycoast,ls-id-log-20160703154715.log.BrAcVF.gz,1,0,0,19651025,44096223,,1,1,0,5,8,0,bugtype KERNEL PANIC: ../../threads/thread.c:616: assertion `t->magic == THREAD_MAGIC' failed.,,,,,,
priority-sema (aka sched),japan,ls-id-log-20160703143228.log.X99fJ9.gz,0,0,1,,,1123155555,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),malaysia,ls-id-log-20160703164336.log.lmVywC.gz,0,0,1,,,931979950,2,2,0,6,14,0,,,,,,,
priority-sema (aka sched),mexico,ls-id-log-20160703173449.log.UkiKPm.gz,0,0,1,,,2494500322,1,1,0,5,10,0,,,,,,,
priority-sema (aka sched),morocco,ls-id-log-20160703195143.log.dHybw4.gz,0,0,1,,,2650000548,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),nicaragua,ls-id-log-20160703155953.log.ug47RS.gz,0,0,1,,,2311377713,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),nigeria,ls-id-log-20160703173333.log.ca7Mje.gz,1,1,0,25438605,77599558,,1,5,4,9,13,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),northkorea,ls-id-log-20160703193820.log.ojUKyz.gz,1,1,0,25074710,68406010,,2,6,4,10,17,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),norway,ls-id-log-20160703183346.log.lOx6oe.gz,0,0,1,,,2919926132,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),pakistan,ls-id-log-20160703174056.log.UKV2JS.gz,0,0,0,,,,1,1,0,6,9,0,,,,,,,
priority-sema (aka sched),panama,ls-id-log-20160703184201.log.jIb7YP.gz,0,0,1,,,1524231523,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),paraguay,ls-id-log-20160703143231.log.mQLwNd.gz,0,0,1,,,2033081829,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),peru,ls-id-log-20160703204044.log.JyW8Sq.gz,0,0,1,,,1597682561,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),philippines,ls-id-log-20160703143224.log.veGFN7.gz,0,0,1,,,1745505150,2,2,0,6,14,0,,,,,,,
priority-sema (aka sched),poland,ls-id-log-20160703180803.log.N57R7L.gz,0,0,1,,,2222471487,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),saudiarabia,ls-id-log-20160703195216.log.OpvuM8.gz,1,1,0,32188779,101139640,,1,5,4,9,14,0,bugtype KERNEL PANIC: ../../lib/kernel/list.c:106: assertion `is_head (elem) || is_interior (elem)' failed.,,,,,,
priority-sema (aka sched),somalia,ls-id-log-20160703165357.log.E0XOh3.gz,0,0,1,,,1820833273,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),southafrica,ls-id-log-20160703175116.log.msoMIa.gz,0,0,0,,,,0,1,1,4,6,0,,,,,,,
priority-sema (aka sched),spainportugal,ls-id-log-20160703185012.log.fs7sxl.gz,0,0,1,,,1887336647,1,1,0,5,10,0,,,,,,,
priority-sema (aka sched),sudan,ls-id-log-20160703193417.log.b9t37o.gz,0,0,1,,,2903249073,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),syria,ls-id-log-20160703192600.log.kxzFHn.gz,0,0,1,,,3728895175,2,2,0,6,17,0,,,,,,,
priority-sema (aka sched),taiwan,ls-id-log-20160703173542.log.Lkmv23.gz,0,0,1,,,1282853457,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),thailand,ls-id-log-20160703203842.log.rtW5X4.gz,0,0,1,,,916353155,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),uruguay,ls-id-log-20160703153251.log.JqV01d.gz,0,0,1,,,2310200357,1,1,0,5,10,0,,,,,,,
priority-sema (aka sched),venezuela,ls-id-log-20160703155035.log.RAV2Lh.gz,0,0,1,,,1577354498,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),vietnam,ls-id-log-20160703155609.log.Ej3gZ2.gz,0,0,1,,,1307097970,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),westgermany,ls-id-log-20160703180141.log.EbBf58.gz,0,0,1,,,1956140956,1,1,0,5,9,0,,,,,,,
priority-sema (aka sched),yugoslavia,ls-id-log-20160703181230.log.0zh3Xo.gz,0,0,1,,,3689617795,2,2,0,6,17,0,,,,,,,
priority-sema (aka sched),zimbabwe,ls-id-log-20160703171311.log.79FJib.gz,0,0,1,,,999303513,1,1,0,5,9,0,,,,,,,
rwlock_downgrade_read_test,aluminum,ls-id-log-20160701200033.log.OBbdSK.gz,0,0,0,,,,0,2,2,1,2,0,,,,,,,
rwlock_downgrade_read_test,antimony,ls-id-log-20160630223051.log.krw8eF.gz,0,0,0,,,,3,3,0,4,9,0,,,,,,,
rwlock_downgrade_read_test,argon,ls-id-log-20160701170809.log.GvTsOz.gz,0,0,1,,,3810079677,0,0,0,2,4,0,,,,,,,
rwlock_downgrade_read_test,arsenic,ls-id-log-20160701071122.log.aCz2Qt.gz,1,0,0,32450458,87625459,,0,0,0,1,2,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,barium,ls-id-log-20160701145706.log.j5Byxq.gz,0,0,0,,,,11,11,0,14,219,0,,,,,,,
rwlock_downgrade_read_test,beryllium,ls-id-log-20160701111451.log.zPwF5X.gz,1,0,0,35569905,187692793,,2,8,6,10,12,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,boron,ls-id-log-20160701140441.log.dGZPJr.gz,1,0,0,20077218,49597091,,2,2,0,5,10,0,bugtype [multiple],Deadlock -- no threads are runnable!,USE AFTER FREE,,,,
rwlock_downgrade_read_test,bromine,ls-id-log-20160630235902.log.ExOBaM.gz,0,0,0,,,,30,30,0,30,162,0,,,,,,,
rwlock_downgrade_read_test,cadmium,ls-id-log-20160701150823.log.gCZ4nl.gz,0,0,0,,,,12,12,0,13,194,0,,,,,,,
rwlock_downgrade_read_test,caesium,ls-id-log-20160701035418.log.EmFFTa.gz,1,0,0,23378196,58448743,,0,0,0,2,3,0,bugtype USE AFTER FREE,,,,,,
rwlock_downgrade_read_test,calcium,ls-id-log-20160701021944.log.aAnYx1.gz,1,0,0,27171290,104992467,,3,3,0,5,12,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,carbon,ls-id-log-20160701121832.log.9NccIZ.gz,1,0,0,20843875,56684445,,5,5,0,7,25,0,bugtype [multiple],Deadlock -- no threads are runnable!,USE AFTER FREE,,,,
rwlock_downgrade_read_test,cerium,ls-id-log-20160701040254.log.dnVAO7.gz,0,0,0,,,,8,8,0,10,78,0,,,,,,,
rwlock_downgrade_read_test,chlorine,ls-id-log-20160702021412.log.7NOHBI.gz,0,0,0,,,,5,5,0,6,40,0,,,,,,,
rwlock_downgrade_read_test,chromium,ls-id-log-20160701095730.log.4n3m8z.gz,0,0,0,,,,0,0,0,0,1,0,,,,,,,
rwlock_downgrade_read_test,cobalt,ls-id-log-20160701051836.log.ivsgj0.gz,0,0,0,,,,0,0,0,1,2,0,,,,,,,
rwlock_downgrade_read_test,copper,ls-id-log-20160701153418.log.OMsHM3.gz,1,0,0,20687751,47929202,,0,0,0,2,3,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,dysprosium,ls-id-log-20160701144951.log.ouDGy0.gz,1,0,0,29097136,72009810,,0,0,0,2,3,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,erbium,ls-id-log-20160701013258.log.3FS2RB.gz,0,0,0,,,,11,11,0,13,190,0,,,,,,,
rwlock_downgrade_read_test,europium,ls-id-log-20160701004423.log.UQOVm0.gz,0,0,0,,,,0,0,0,0,1,0,,,,,,,
rwlock_downgrade_read_test,fluorine,ls-id-log-20160709014735.log.8wA1q3.gz,1,1,0,41826013,254246861,,50,67,17,78,741,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,gadolinium,ls-id-log-20160701054534.log.tooCht.gz,1,1,0,32899413,163310471,,8,16,8,19,302,0,bugtype [multiple],USE AFTER FREE,USERSPACE PANIC: A thread exited while waiting on a cond_var,USERSPACE PANIC: Queue has a head but no tail. Something broke,,,
rwlock_downgrade_read_test,gallium,ls-id-log-20160701175328.log.s1UIxg.gz,0,0,0,,,,4,4,0,4,13,0,,,,,,,
rwlock_downgrade_read_test,germanium,ls-id-log-20160630202800.log.o6gxov.gz,0,0,0,,,,2,2,0,4,12,0,,,,,,,
rwlock_downgrade_read_test,gold,ls-id-log-20160701033701.log.TZqlfm.gz,1,0,0,17708350,38662291,,0,2,2,4,5,0,bugtype USE AFTER FREE,,,,,,
rwlock_downgrade_read_test,hafnium,ls-id-log-20160630205557.log.RBOLzo.gz,0,0,0,,,,1,1,0,4,11,0,,,,,,,
rwlock_downgrade_read_test,helium,ls-id-log-20160709030219.log.wUIXUr.gz,1,0,0,435359566,4119667187,,0,4,4,6,10,0,bugtype NO PROGRESS (infinite loop?),,,,,,
rwlock_downgrade_read_test,holmium,ls-id-log-20160701180338.log.Ui648O.gz,0,0,0,,,,3,4,1,4,7,0,,,,,,,
rwlock_downgrade_read_test,hydrogen,ls-id-log-20160701095731.log.PlSwJg.gz,0,0,0,,,,0,0,0,0,1,0,,,,,,,
rwlock_downgrade_read_test,indium,ls-id-log-20160630191237.log.m56rdu.gz,0,0,0,,,,0,18,18,0,0,0,,,,,,,
rwlock_downgrade_read_test,iodine,ls-id-log-20160701115914.log.7P8iJx.gz,1,0,0,19028563,43015332,,0,2,2,3,5,2,bugtype USE AFTER FREE,,,,,,
rwlock_downgrade_read_test,iridium,ls-id-log-20160701075543.log.B17PmD.gz,0,0,0,,,,3,3,0,4,8,0,,,,,,,
rwlock_downgrade_read_test,iron,ls-id-log-20160701073719.log.9PYC9G.gz,1,0,0,19329019,44659660,,0,0,0,2,4,0,bugtype Deadlock -- no threads are runnable!,,,,,,
rwlock_downgrade_read_test,kyrpton,ls-id-log-20160701031747.log.Pf1Box.gz,0,0,0,,,,8,10,2,16,202,0,,,,,,,
rwlock_downgrade_read_test,lanthanum,ls-id-log-20160702050857.log.wg5uKD.gz,0,0,0,,,,0,7,7,0,0,0,,,,,,,
rwlock_downgrade_read_test,lithium,ls-id-log-20160630204528.log.SFLrrM.gz,1,1,0,243176910,2177176050,,0,128,128,143,144,0,bugtype Recursive mutex lock (manually approved FP),,,,,,
rwlock_downgrade_read_test,lutetium,ls-id-log-20160709002652.log.KVfWhG.gz,0,0,0,,,,0,2,2,2,3,0,,,,,,,
rwlock_downgrade_read_test,magnesium,ls-id-log-20160701013151.log.g7x2EG.gz,0,0,0,,,,2,2,0,4,12,0,,,,,,,
rwlock_downgrade_read_test,manganese,ls-id-log-20160701163333.log.7lVntX.gz,1,0,0,18419742,41656621,,0,0,0,2,3,0,bugtype USE AFTER FREE,,,,,,
rwlock_downgrade_read_test,molybdenum,ls-id-log-20160630202729.log.fqpU7f.gz,0,0,0,,,,0,0,0,1,2,0,,,,,,,
rwlock_downgrade_read_test,neodymium,ls-id-log-20160701005116.log.MSeEUM.gz,0,0,0,,,,4,4,0,5,25,0,,,,,,,
rwlock_downgrade_read_test,neon,ls-id-log-20160701054838.log.TGZZVU.gz,0,0,0,,,,0,3,3,2,3,0,,,,,,,
rwlock_downgrade_read_test,nickel,ls-id-log-20160701135843.log.RHX8aI.gz,0,0,0,,,,0,2,2,2,3,11,,,,,,,
rwlock_downgrade_read_test,niobium,ls-id-log-20160701000925.log.ERjlWa.gz,0,0,0,,,,0,0,0,2,3,0,,,,,,,
rwlock_downgrade_read_test,nitrogen,ls-id-log-20160630183029.log.J7hZG8.gz,0,0,0,,,,22,22,0,32,622,0,,,,,,,
rwlock_downgrade_read_test,osmium,ls-id-log-20160701085307.log.wlLXBL.gz,0,0,0,,,,7,7,0,8,201,0,,,,,,,
rwlock_downgrade_read_test,oxygen,ls-id-log-20160630223749.log.Z1r13D.gz,0,0,0,,,,0,2,2,4,5,0,,,,,,,
rwlock_downgrade_read_test,palladium,ls-id-log-20160701081419.log.5DWdIH.gz,0,0,0,,,,7,19,12,30,48,0,,,,,,,
rwlock_downgrade_read_test,phosphorus,ls-id-log-20160701091121.log.njzxyf.gz,0,0,0,,,,3,122,119,123,129,0,,,,,,,
rwlock_downgrade_read_test,platinum,ls-id-log-20160701025519.log.6K76FX.gz,0,0,0,,,,0,5,5,3,4,0,,,,,,,
rwlock_downgrade_read_test,potassium,ls-id-log-20160630212929.log.QakFFH.gz,0,0,0,,,,19,19,0,19,505,0,,,,,,,
rwlock_downgrade_read_test,praseodymium,ls-id-log-20160701105852.log.iA0yxK.gz,1,0,0,18727657,41936981,,0,3,3,4,6,0,bugtype USE AFTER FREE,,,,,,
rwlock_downgrade_read_test,promethium,ls-id-log-20160701125936.log.bnin9y.gz,0,0,0,,,,4,4,0,5,11,0,,,,,,,
rwlock_downgrade_read_test,rhenium,ls-id-log-20160701021603.log.4AFBL6.gz,0,0,1,,,4169788381,0,0,0,2,4,0,,,,,,,
rwlock_downgrade_read_test,rhodium,ls-id-log-20160701191814.log.jilSqj.gz,0,0,0,,,,8,8,0,10,150,0,,,,,,,
rwlock_downgrade_read_test,rubidium,ls-id-log-20160701141150.log.VvYqWO.gz,0,0,0,,,,7,7,0,9,61,0,,,,,,,
