Test name,P2/Pintos group ID (anonymized),Log file name,Bug found?,Total verif?,Bug wall time (usecs),Bug CPU time (usecs),Eligible for sync-only verif?,Verif CPU time (usecs),Completed PPs,Completed SSes,Malloc-recycle PPs avoided,Bug type,,
rwlock_downgrade_read_test,potassium,ls-id-log-20160511035528.log.CKNR4l.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
rwlock_downgrade_read_test,praseodymium,ls-id-log-20160511111548.log.IjoDH7.gz,1,0,17443135,37047311,,,2,4,0,,,
rwlock_downgrade_read_test,promethium,ls-id-log-20160512041657.log.UfDTDm.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
rwlock_downgrade_read_test,rhenium,ls-id-log-20160510094149.log.fvvLkR.gz,0,1,,,verif,101226254,2,4,0,,,
rwlock_downgrade_read_test,rhodium,ls-id-log-20160510155012.log.tz6e1c.gz,0,0,,,(QS had DR PPs),,2,4,5,,,
rwlock_downgrade_read_test,rubidium,ls-id-log-20160511115125.log.LYB7HN.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
rwlock_downgrade_read_test,ruthenium,ls-id-log-20160511114209.log.YfbmKi.gz,1,0,20016706,46686857,,,1,2,0,,,
rwlock_downgrade_read_test,samarium,ls-id-log-20160510175403.log.3iSqvE.gz,1,0,32503199,83874538,,,2,3,0,,,
rwlock_downgrade_read_test,scandium,ls-id-log-20160511160438.log.7aSsax.gz,1,0,28754084,75695917,,,2,3,1,,,
rwlock_downgrade_read_test,selenium,ls-id-log-20160511150636.log.YifJo8.gz,1,0,18099385,39472026,,,2,3,0,,,
rwlock_downgrade_read_test,silicon,ls-id-log-20160511210051.log.Yzn1KU.gz,1,0,684842233,2041162805,,,2,3,3,,,
rwlock_downgrade_read_test,silver,ls-id-log-20160512053635.log.M10UME.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
rwlock_downgrade_read_test,sodium,ls-id-log-20160510095212.log.WFrNna.gz,0,0,,,(QS had DR PPs),,2,3,5,,,
rwlock_downgrade_read_test,strontium,ls-id-log-20160510020439.log.PxDM1g.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
rwlock_downgrade_read_test,sulfur,ls-id-log-20160510070930.log.JAU514.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
rwlock_downgrade_read_test,tantalum,ls-id-log-20160510191007.log.D8hkdb.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
rwlock_downgrade_read_test,technetium,ls-id-log-20160517062239.log.FhtY0V.gz,1,0,232869434,682579632,,,2,3,17,,,
rwlock_downgrade_read_test,tellurium,ls-id-log-20160511164009.log.KfK47u.gz,1,0,25584993,58265111,,,1,2,0,,,
rwlock_downgrade_read_test,terbium,ls-id-log-20160510213228.log.CRj37T.gz,0,0,,,(QS had DR PPs),,2,3,4,,,
rwlock_downgrade_read_test,thulium,ls-id-log-20160510145418.log.UNnL1k.gz,0,0,,,(QS had DR PPs),,2,3,3,,,
rwlock_downgrade_read_test,tin,ls-id-log-20160510183444.log.AG7zfI.gz,0,0,,,(QS had DR PPs),,0,1,3,,,
rwlock_downgrade_read_test,titanium,ls-id-log-20160511141232.log.8gPdwm.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
rwlock_downgrade_read_test,tungsten,ls-id-log-20160510124145.log.83amSl.gz,0,0,,,(QS had DR PPs),,2,3,2,,,
rwlock_downgrade_read_test,vanadium,ls-id-log-20160512023502.log.OFoaOF.gz,0,0,,,(this timed out),,2,3,4,,,
rwlock_downgrade_read_test,xenon,ls-id-log-20160510225851.log.6ezQ24.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
rwlock_downgrade_read_test,ytterbium,ls-id-log-20160512002017.log.8Mdh3u.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
rwlock_downgrade_read_test,yttrium,ls-id-log-20160511235308.log.5jpqbM.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
rwlock_downgrade_read_test,zinc,ls-id-log-20160510172440.log.zz8W8r.gz,1,0,20392052,49123189,,,2,3,0,,,
rwlock_downgrade_read_test,zirconium,ls-id-log-20160510070924.log.Fi6RZD.gz,1,0,30149145,88666385,,,2,4,0,,,
thr_exit_join,aluminum,ls-id-log-20160511064757.log.YQ5L5s.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,antimony,ls-id-log-20160510152120.log.qXrzZG.gz,0,0,,,(QS had DR PPs),,2,4,2,,,
thr_exit_join,argon,ls-id-log-20160511001812.log.0nvKsu.gz,0,1,,,verif,124644591,2,4,0,,,
thr_exit_join,arsenic,ls-id-log-20160510020438.log.wtnqIk.gz,1,0,57899959,163640213,,,2,3,0,,,
thr_exit_join,barium,ls-id-log-20160510094712.log.2jbD0s.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,beryllium,ls-id-log-20160511121011.log.6cOIoU.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,boron,ls-id-log-20160510222313.log.ufC1rs.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,bromine,ls-id-log-20160510224000.log.VXpy9T.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,cadmium,ls-id-log-20160511121332.log.euaEZx.gz,0,0,,,(QS had DR PPs),,2,4,1,,,
thr_exit_join,caesium,ls-id-log-20160510223839.log.qp24eP.gz,1,0,22822433,54951911,,,2,3,0,,,
thr_exit_join,calcium,ls-id-log-20160510160300.log.QID5Xz.gz,1,0,20873231,49102607,,,2,4,7,,,
thr_exit_join,carbon,ls-id-log-20160509233213.log.m7TB5X.gz,1,0,30269211,75729617,,,2,3,0,,,
thr_exit_join,cerium,ls-id-log-20160510234148.log.SQNXTq.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,chlorine,ls-id-log-20160511013355.log.tjp0jt.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,chromium,ls-id-log-20160510155741.log.7nWNXS.gz,0,0,,,(QS had DR PPs),,2,4,15,,,
thr_exit_join,cobalt,ls-id-log-20160510094147.log.T5DSw2.gz,0,0,,,(QS had DR PPs),,2,4,16,,,
thr_exit_join,copper,ls-id-log-20160510121222.log.V0JfQ7.gz,1,0,30961593,68185149,,,2,4,0,,,
thr_exit_join,dysprosium,ls-id-log-20160510095051.log.JiO5P7.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,erbium,ls-id-log-20160512033951.log.yG4zCT.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,europium,ls-id-log-20160511054227.log.qf7qOF.gz,0,0,,,(QS had DR PPs),,1,2,43,,,
thr_exit_join,fluorine,ls-id-log-20160511043838.log.NsABWF.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,gadolinium,ls-id-log-20160513040541.log.lzhQll.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,gallium,ls-id-log-20160510121410.log.a2rBFn.gz,0,0,,,(QS had DR PPs),,1,2,6,,,
thr_exit_join,germanium,ls-id-log-20160510172101.log.2jleW5.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,gold,ls-id-log-20160517115824.log.kAh7ON.gz,0,0,,,(QS had DR PPs),,2,4,2,,,
thr_exit_join,hafnium,ls-id-log-20160511025056.log.9bj1WS.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,helium,ls-id-log-20160511215919.log.dbJ1SX.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,holmium,ls-id-log-20160513035820.log.uTj6Qq.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,hydrogen,ls-id-log-20160511222202.log.HwHif2.gz,0,1,,,verif,66766500,2,4,0,,,
thr_exit_join,indium,ls-id-log-20160511075512.log.5Rmqhf.gz,1,0,58136465,200303240,,,2,2,15,,,
thr_exit_join,iodine,ls-id-log-20160510145159.log.YCcLap.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,iridium,ls-id-log-20160511181002.log.yQMHj6.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,iron,ls-id-log-20160510145038.log.KuNfbt.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,kyrpton,ls-id-log-20160510210202.log.Bu5X0y.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,lanthanum,ls-id-log-20160510132031.log.5w14nB.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
thr_exit_join,lithium,ls-id-log-20160511052228.log.gqP4AR.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
thr_exit_join,lutetium,ls-id-log-20160512003420.log.JI32q7.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,magnesium,ls-id-log-20160510094625.log.XynKvl.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,manganese,ls-id-log-20160510020442.log.l1x0OD.gz,0,1,,,verif,59240518,2,4,0,,,
thr_exit_join,molybdenum,ls-id-log-20160512002959.log.7hSkJL.gz,0,1,,,verif-despite-malloc-recycles,370166199,2,4,5,,,
thr_exit_join,neodymium,ls-id-log-20160511230304.log.jRV4B8.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,neon,ls-id-log-20160511041619.log.0pN67u.gz,0,0,,,(QS had DR PPs),,2,3,2,,,
thr_exit_join,nickel,ls-id-log-20160511123613.log.qMf5xi.gz,0,0,,,(QS had DR PPs),,2,3,14,,,
thr_exit_join,niobium,ls-id-log-20160511041359.log.IQ2mAf.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,nitrogen,ls-id-log-20160510020439.log.vdg0lA.gz,0,0,,,(QS had DR PPs),,2,4,9,,,
thr_exit_join,osmium,ls-id-log-20160511215758.log.LPIJkG.gz,1,0,17262957,36905033,,,2,4,0,,,
thr_exit_join,oxygen,ls-id-log-20160511005226.log.e0DzxF.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,palladium,ls-id-log-20160511191156.log.RN6iUz.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,phosphorus,ls-id-log-20160510210507.log.L2hnND.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,platinum,ls-id-log-20160509233214.log.YHgJgx.gz,0,0,,,(this timed out),,2,3,0,,,
thr_exit_join,potassium,ls-id-log-20160511192614.log.d2bGTA.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
thr_exit_join,praseodymium,ls-id-log-20160511064537.log.5uO4gW.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,promethium,ls-id-log-20160511181545.log.JLB240.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,rhenium,ls-id-log-20160511005619.log.VAdUJm.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,rhodium,ls-id-log-20160510155159.log.4uWvD8.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,rubidium,ls-id-log-20160511024849.log.q8cThf.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,ruthenium,ls-id-log-20160510130313.log.oLX1OA.gz,1,0,17781020,39094926,,,2,3,16,,,
thr_exit_join,samarium,ls-id-log-20160512001736.log.KCmVsH.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,scandium,ls-id-log-20160511215638.log.jyZIHM.gz,1,0,20681810,47263029,,,2,3,10,,,
thr_exit_join,selenium,ls-id-log-20160510225610.log.bXXd5M.gz,1,0,21350582,50649304,,,2,3,0,,,
thr_exit_join,silicon,ls-id-log-20160511200719.log.WvK3q3.gz,0,0,,,(QS had DR PPs),,2,4,3,,,
thr_exit_join,silver,ls-id-log-20160510224010.log.v0lsQq.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,sodium,ls-id-log-20160510151207.log.hAP8j5.gz,0,0,,,(QS had DR PPs),,2,4,4,,,
thr_exit_join,strontium,ls-id-log-20160511093946.log.l6unK9.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
thr_exit_join,sulfur,ls-id-log-20160511181523.log.SrDzYS.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
thr_exit_join,tantalum,ls-id-log-20160511055826.log.KJ1JwB.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
thr_exit_join,technetium,ls-id-log-20160511222322.log.9ZCDjo.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,tellurium,ls-id-log-20160510144918.log.Bpvifh.gz,1,0,24237397,59102724,,,2,3,0,,,
thr_exit_join,terbium,ls-id-log-20160511231146.log.HVI8RY.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,thulium,ls-id-log-20160510020432.log.nr6qK7.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,tin,ls-id-log-20160512004944.log.5mjDbQ.gz,0,0,,,(QS had DR PPs),,2,4,3,,,
thr_exit_join,titanium,ls-id-log-20160511133055.log.VQBDuB.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,tungsten,ls-id-log-20160510234309.log.D5ap0n.gz,0,0,,,(QS had DR PPs),,2,4,0,,,
thr_exit_join,vanadium,ls-id-log-20160510144434.log.JX1739.gz,0,0,,,(QS had DR PPs),,2,3,4,,,
thr_exit_join,xenon,ls-id-log-20160511213528.log.2N9Q2T.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
thr_exit_join,ytterbium,ls-id-log-20160511082848.log.FwvZSJ.gz,0,0,,,(QS had DR PPs),,2,4,117,,,
thr_exit_join,yttrium,ls-id-log-20160511164130.log.BZpvMt.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
thr_exit_join,zinc,ls-id-log-20160511144113.log.7vJ8Mv.gz,1,0,20331145,46511112,,,2,3,3,,,
thr_exit_join,zirconium,ls-id-log-20160510094144.log.qTcSDu.gz,1,0,31773159,93803383,,,2,3,8,,,
wait-simple,afghanistan,ls-id-log-20151106063537.log.JfzNIe.gz,1,0,31130583,88235519,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,algeria,ls-id-log-20151106104504.log.6w1AMd.gz,1,0,21390672,50504855,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,angola,ls-id-log-20151106053055.log.KXNffP.gz,1,0,24211170,61854069,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,australia,ls-id-log-20151106023038.log.n07DN3.gz,1,0,83252995,293907349,,,4,5,0,bugtype Kernel page faulted! Faulting eip: 0xc002dbaa; address: 0x4c,,
wait-simple,austria,ls-id-log-20151106052730.log.htBfGk.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,benelux,ls-id-log-20160803103722.log.4pHIBA.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,bulgaria,ls-id-log-20151106051547.log.2xBPz4.gz,1,0,23967500,61696733,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,burma,ls-id-log-20151106034421.log.lvl32K.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,cameroon,ls-id-log-20151106050229.log.Ip3y9V.gz,1,0,25171392,66254897,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,chile,ls-id-log-20151106050958.log.RDWpDL.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,colombia,ls-id-log-20151106074024.log.DVS30s.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,costarica,ls-id-log-20151106022613.log.5asxuj.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,denmark,ls-id-log-20151106053851.log.8srdSu.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,eastgermany,ls-id-log-20151106034643.log.Edn50T.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,ecuador,ls-id-log-20151106024211.log.Y9xjXh.gz,1,0,25002645,61880239,,,4,5,0,bugtype [multiple],Deadlock -- no threads are runnable!,USE AFTER FREE
wait-simple,egypt,ls-id-log-20151106081017.log.cNdTnc.gz,1,0,23187450,57782047,,,4,6,0,bugtype Kernel page faulted! Faulting eip: 0xc0028b53; address: 0xccccccd0,,
wait-simple,elsalvador,ls-id-log-20151106050434.log.6rFtHe.gz,1,0,48425242,158876291,,,4,5,0,bugtype Kernel page faulted! Faulting eip: 0xc002a67c; address: 0x38,,
wait-simple,ethiopia,ls-id-log-20151106081213.log.lilSDj.gz,0,0,,,(QS had DR PPs),,3,4,0,,,
wait-simple,france,ls-id-log-20151106024337.log.GoaMAM.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,greece,ls-id-log-20151106073822.log.wpwSpA.gz,1,0,23532399,58026456,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,guatemala,ls-id-log-20151106054146.log.wfaiZG.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,hungary,ls-id-log-20151106044607.log.s9mexZ.gz,1,0,33016041,98480805,,,3,4,0,bugtype USE AFTER FREE,,
wait-simple,india,ls-id-log-20151106073038.log.4UGzwo.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,iran,ls-id-log-20151106023858.log.gIByqd.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,iraq,ls-id-log-20151106023407.log.153hmx.gz,0,0,,,(QS had DR PPs),,4,5,4,,,
wait-simple,ivorycoast,ls-id-log-20151106045646.log.fxBhM4.gz,1,0,82886387,292019763,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,japan,ls-id-log-20151106025858.log.sdieJQ.gz,1,0,31129107,90806573,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,jordan,ls-id-log-20151106050011.log.Nzbd1B.gz,1,0,1216628825,4831841701,,,3,4,0,bugtype USE AFTER FREE,,
wait-simple,kenya,ls-id-log-20151106050923.log.uviSPP.gz,1,0,32359524,92653696,,,4,6,25,bugtype Kernel page faulted! Faulting eip: 0xc002925a; address: 0x4c,,
wait-simple,laoscambodia,ls-id-log-20151106023202.log.zAWnfD.gz,0,0,,,(QS had DR PPs),,4,5,16,,,
wait-simple,lebanon,ls-id-log-20151106104240.log.VM2pPs.gz,1,0,21893317,52390929,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,libya,ls-id-log-20151106100104.log.UuWC6d.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,malaysia,ls-id-log-20151106022619.log.HSAWuu.gz,0,0,,,(QS had DR PPs),,2,3,0,,,
wait-simple,pakistan,ls-id-log-20151106053220.log.XOBGGe.gz,1,0,24416695,63408362,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,panama,ls-id-log-20151106101728.log.bfX1nq.gz,1,0,22221001,54164867,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,paraguay,ls-id-log-20151106110348.log.lzhcvJ.gz,1,0,22651894,54879292,,,4,6,0,bugtype [multiple],Kernel page faulted! Faulting eip: 0xc002a6ac; address: 0x23,USE AFTER FREE
wait-simple,peru,ls-id-log-20151106083156.log.MqGjnX.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,poland,ls-id-log-20160804152419.log.70youQ.gz,1,0,23383869,69281412,,,4,5,0,bugtype USE AFTER FREE,,
wait-simple,romania,ls-id-log-20151106060132.log.TQGiCI.gz,0,0,,,(QS had DR PPs),,0,1,0,,,
wait-simple,saudiarabia,ls-id-log-20151106023033.log.E09uyw.gz,1,0,49598851,143701289,,,4,5,0,bugtype Kernel page faulted! Faulting eip: 0xc002f4d2; address: 0x58,,
wait-simple,southkorea,ls-id-log-20160803080656.log.UMXJFu.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,sudan,ls-id-log-20151106083321.log.G4a7Fj.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,sweden,ls-id-log-20151106030824.log.BZON5S.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,syria,ls-id-log-20151106052121.log.IsMzV1.gz,0,0,,,"(this completed, but QS had DR PPs)",,4,6,0,,,
wait-simple,thailand,ls-id-log-20151106022617.log.CDlkZj.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,tunisia,ls-id-log-20151106050754.log.0bjDRv.gz,0,0,,,(QS had DR PPs),,4,5,0,,,
wait-simple,turkey,ls-id-log-20151106090346.log.spMMMe.gz,1,0,23645795,61775076,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,venezuela,ls-id-log-20151106051811.log.4o63PW.gz,1,0,22339384,54532234,,,4,6,0,bugtype USE AFTER FREE,,
wait-simple,vietnam,ls-id-log-20151106064227.log.urcxO1.gz,1,0,22389378,55340236,,,4,5,11,bugtype KERNEL PANIC: ../../userprog/process.c:126: assertion `ws->ref_cnt == 1' failed.,,
wait-simple,yugoslavia,ls-id-log-20151106024939.log.RVkmJP.gz,0,0,,,(QS had DR PPs),,0,0,0,,,
wait-simple,zaire,ls-id-log-20151106064103.log.Bs34vC.gz,0,1,,,verif,78415919,4,6,0,,,
wait-simple,zimbabwe,ls-id-log-20151106040410.log.Z42jDt.gz,0,0,,,(QS had DR PPs),,4,5,0,,,